기관코드,상위기관코드,부서여부,기관명,영문기관명,팩스번호,홈페이지주소,상세주소,통계작성여부,표준통계작성기관여부,설립근거유형,설립근거명,기관유형코드,기관유형명,서비스여부
53943,539,Y,도시건설국 도시디자인과,,,,,N,N,,,1211021,지방자치단체,Y
53944,539,Y,도시건설국 건설과,,,,,N,N,,,1211021,지방자치단체,Y
53945,539,Y,도시건설국 건축과,,,,,N,N,,,1211021,지방자치단체,Y
53946,539,Y,도시건설국 토지정보과,,,,,N,N,,,1211021,지방자치단체,Y
53947,539,Y,행정관리국 행정지원과,,,,,N,N,,,1211021,지방자치단체,Y
53948,539,Y,행정관리국 세무1과,,,,,N,N,,,1211021,지방자치단체,Y
53949,539,Y,행정관리국 세무2과,,,,,N,N,,,1211021,지방자치단체,Y
53950,539,Y,행정관리국 세계시민사회과,,,,,N,N,,,1211021,지방자치단체,Y
53951,539,Y,관광경제국 관광문화과,,,,,N,N,,,1211021,지방자치단체,Y
53952,539,Y,관광경제국 경제진흥과,,,,,N,N,,,1211021,지방자치단체,Y
53953,539,Y,관광경제국 교통행정과,,,,,N,N,,,1211021,지방자치단체,Y
53954,539,Y,관광경제국 늘푸른과,,,,,N,N,,,1211021,지방자치단체,Y
540,202,N,부산광역시 사하구,,,https://www.saha.go.kr/main.do,,Y,Y,,,1211021,지방자치단체,Y
54001,540,N,부산광역시 사하구 괴정1동,,,,,N,N,,,1211021,지방자치단체,Y
54002,540,N,부산광역시 사하구 괴정2동,,,,,N,N,,,1211021,지방자치단체,Y
54003,540,N,부산광역시 사하구 괴정3동,,,,,N,N,,,1211021,지방자치단체,Y
54004,540,N,부산광역시 사하구 괴정4동,,,,,N,N,,,1211021,지방자치단체,Y
54005,540,N,부산광역시 사하구 당리동,,,,,N,N,,,1211021,지방자치단체,Y
54006,540,N,부산광역시 사하구 하단1동,,,,,N,N,,,1211021,지방자치단체,Y
54007,540,N,부산광역시 사하구 하단2동,,,,,N,N,,,1211021,지방자치단체,Y
54008,540,N,부산광역시 사하구 신평1동,,,,,N,N,,,1211021,지방자치단체,Y
54009,540,N,부산광역시 사하구 신평2동,,,,,N,N,,,1211021,지방자치단체,Y
54010,540,N,부산광역시 사하구 장림1동,,,,,N,N,,,1211021,지방자치단체,Y
54011,540,N,부산광역시 사하구 장림2동,,,,,N,N,,,1211021,지방자치단체,Y
54012,540,N,부산광역시 사하구 다대1동,,,,,N,N,,,1211021,지방자치단체,Y
54013,540,N,부산광역시 사하구 다대2동,,,,,N,N,,,1211021,지방자치단체,Y
54014,540,N,부산광역시 사하구 구평동,,,,,N,N,,,1211021,지방자치단체,Y
54015,540,N,부산광역시 사하구 감천1동,,,,,N,N,,,1211021,지방자치단체,Y
54016,540,N,부산광역시 사하구 감천2동,,,,,N,N,,,1211021,지방자치단체,Y
54021,540,Y,기획실,,,,,N,N,,,1211021,지방자치단체,Y
54022,540,Y,감사실,,,,,N,N,,,1211021,지방자치단체,Y
54023,540,Y,창조도시기획단,,,,,N,N,,,1211021,지방자치단체,Y
54024,540,Y,총무국,,,,,N,N,,,1211021,지방자치단체,Y
54025,540,Y,복지환경국,,,,,N,N,,,1211021,지방자치단체,Y
54026,540,Y,도시국,,,,,N,N,,,1211021,지방자치단체,Y
54027,540,Y,보건소,,,,,N,N,,,1211021,지방자치단체,Y
54028,540,Y,을숙도문화회관,,,,,N,N,,,1211021,지방자치단체,Y
54029,540,Y,다대도서관,,,,,N,N,,,1211021,지방자치단체,Y
54030,540,Y,의회사무국,,,,,N,N,,,1211021,지방자치단체,Y
54031,540,Y,총무국 총무과,,,,,N,N,,,1211021,지방자치단체,Y
54032,540,Y,총무국 재무과,,,,,N,N,,,1211021,지방자치단체,Y
54033,540,Y,총무국 세무과,,,,,N,N,,,1211021,지방자치단체,Y
54034,540,Y,총무국 문화관광과,,,,,N,N,,,1211021,지방자치단체,Y
54035,540,Y,총무국 민원여권과,,,,,N,N,,,1211021,지방자치단체,Y
54036,540,Y,도시국 도시안전과,,,,,N,N,,,1211021,지방자치단체,Y
54037,540,Y,도시국 교통행정과,,,,,N,N,,,1211021,지방자치단체,Y
54038,540,Y,도시국 건설과,,,,,N,N,,,1211021,지방자치단체,Y
54039,540,Y,도시국 건축과,,,,,N,N,,,1211021,지방자치단체,Y
54040,540,Y,도시국 도시개발과,,,,,N,N,,,1211021,지방자치단체,Y
54041,540,Y,도시국 토지정보과,,,,,N,N,,,1211021,지방자치단체,Y
54042,540,Y,보건소 보건행정과,,,,,N,N,,,1211021,지방자치단체,Y
54043,540,Y,복지환경국 주민복지과,,,,,N,N,,,1211021,지방자치단체,Y
54044,540,Y,복지환경국 복지사업과,,,,,N,N,,,1211021,지방자치단체,Y
54045,540,Y,복지환경국 경제진흥과,,,,,N,N,,,1211021,지방자치단체,Y
54046,540,Y,복지환경국 자원순환과,,,,,N,N,,,1211021,지방자치단체,Y
54047,540,Y,복지환경국 환경위생과,,,,,N,N,,,1211021,지방자치단체,Y
54048,540,Y,복지환경국 산림녹지과,,,,,N,N,,,1211021,지방자치단체,Y
541,202,N,부산광역시 금정구,,,https://www.geumjeong.go.kr/,,Y,Y,,,1211021,지방자치단체,Y
54101,541,N,부산광역시 금정구 서1동,,,,,N,N,,,1211021,지방자치단체,Y
54102,541,N,부산광역시 금정구 서2동,,,,,N,N,,,1211021,지방자치단체,Y
54103,541,N,부산광역시 금정구 금사동,,,,,N,N,,,1211021,지방자치단체,Y
54104,541,N,부산광역시 금정구 부곡1동,,,,,N,N,,,1211021,지방자치단체,Y
54105,541,N,부산광역시 금정구 부곡2동,,,,,N,N,,,1211021,지방자치단체,Y
54106,541,N,부산광역시 금정구 부곡3동,,,,,N,N,,,1211021,지방자치단체,Y
54107,541,N,부산광역시 금정구 부곡4동,,,,,N,N,,,1211021,지방자치단체,Y
54108,541,N,부산광역시 금정구 장전1동,,,,,N,N,,,1211021,지방자치단체,Y
54109,541,N,부산광역시 금정구 장전2동,,,,,N,N,,,1211021,지방자치단체,Y
54110,541,N,부산광역시 금정구 장전3동,,,,,N,N,,,1211021,지방자치단체,Y
54111,541,N,부산광역시 금정구 선두구동,,,,,N,N,,,1211021,지방자치단체,Y
54112,541,N,부산광역시 금정구 청룡노포동,,,,,N,N,,,1211021,지방자치단체,Y
54113,541,N,부산광역시 금정구 남산동,,,,,N,N,,,1211021,지방자치단체,Y
54114,541,N,부산광역시 금정구 구서1동,,,,,N,N,,,1211021,지방자치단체,Y
54115,541,N,부산광역시 금정구 구서2동,,,,,N,N,,,1211021,지방자치단체,Y
54116,541,N,부산광역시 금정구 금성동,,,,,N,N,,,1211021,지방자치단체,Y
54117,541,N,부산광역시 금정구 서3동,,,,,N,N,,,1211021,지방자치단체,Y
54121,541,Y,총무국,,,,,N,N,,,1211021,지방자치단체,Y
54122,541,Y,기획감사실,,,,,N,N,,,1211021,지방자치단체,Y
54123,541,Y,미래전략실,,,,,N,N,,,1211021,지방자치단체,Y
54124,541,Y,도시국,,,,,N,N,,,1211021,지방자치단체,Y
54125,541,Y,의회사무국,,,,,N,N,,,1211021,지방자치단체,Y
54126,541,Y,주민생활지원국,,,,,N,N,,,1211021,지방자치단체,Y
54127,541,Y,보건소,,,,,N,N,,,1211021,지방자치단체,Y
54128,541,Y,도서관,,,,,N,N,,,1211021,지방자치단체,Y
54129,541,Y,금정문화회관,,,,,N,N,,,1211021,지방자치단체,Y
54130,541,Y,총무국 총무과,,,,,N,N,,,1211021,지방자치단체,Y
54131,541,Y,총무국 재무과,,,,,N,N,,,1211021,지방자치단체,Y
54132,541,Y,총무국 세무과,,,,,N,N,,,1211021,지방자치단체,Y
54133,541,Y,총무국 민원봉사과,,,,,N,N,,,1211021,지방자치단체,Y
54134,541,Y,총무국 문화공보과,,,,,N,N,,,1211021,지방자치단체,Y
54135,541,Y,도시국 건설과,,,,,N,N,,,1211021,지방자치단체,Y
54136,541,Y,도시국 교통행정과,,,,,N,N,,,1211021,지방자치단체,Y
54137,541,Y,도시국 도시안전과,,,,,N,N,,,1211021,지방자치단체,Y
54138,541,Y,도시국 토지관리과,,,,,N,N,,,1211021,지방자치단체,Y
54139,541,Y,도시국 건축과,,,,,N,N,,,1211021,지방자치단체,Y
54140,541,Y,보건소 보건행정과,,,,,N,N,,,1211021,지방자치단체,Y
54141,541,Y,주민생활지원국 주민생활지원과,,,,,N,N,,,1211021,지방자치단체,Y
54142,541,Y,주민생활지원국 복지지원과,,,,,N,N,,,1211021,지방자치단체,Y
54143,541,Y,주민생활지원국 청소행정과,,,,,N,N,,,1211021,지방자치단체,Y
54144,541,Y,주민생활지원국 환경위생과,,,,,N,N,,,1211021,지방자치단체,Y
54145,541,Y,주민생활지원국 공원녹지과,,,,,N,N,,,1211021,지방자치단체,Y
542,202,N,부산광역시 강서구,,,https://www.bsgangseo.go.kr/,,Y,Y,,,1211021,지방자치단체,Y
54201,542,N,부산광역시 강서구 대저1동,,,,,N,N,,,1211021,지방자치단체,Y
54202,542,N,부산광역시 강서구 대저2동,,,,,N,N,,,1211021,지방자치단체,Y
54203,542,N,부산광역시 강서구 강동동,,,,,N,N,,,1211021,지방자치단체,Y
54204,542,N,부산광역시 강서구 명지동,,,,,N,N,,,1211021,지방자치단체,Y
54205,542,N,부산광역시 강서구 가락동,,,,,N,N,,,1211021,지방자치단체,Y
54206,542,N,부산광역시 강서구 녹산동,,,,,N,N,,,1211021,지방자치단체,Y
54207,542,N,부산광역시 강서구 천가동,,,,,N,N,,,1211021,지방자치단체,Y
54211,542,Y,기획감사실,,,,,N,N,,,1211021,지방자치단체,Y
54212,542,Y,총무국,,,,,N,N,,,1211021,지방자치단체,Y
54213,542,Y,복지산업국,,,,,N,N,,,1211021,지방자치단체,Y
54214,542,Y,도시개발국,,,,,N,N,,,1211021,지방자치단체,Y
54215,542,Y,의회사무과,,,,,N,N,,,1211021,지방자치단체,Y
54216,542,Y,보건소,,,,,N,N,,,1211021,지방자치단체,Y
54217,542,Y,보건지소,,,,,N,N,,,1211021,지방자치단체,Y
54218,542,Y,산업단지행정지원센터,,,,,N,N,,,1211021,지방자치단체,Y
54219,542,Y,천가출장소,,,,,N,N,,,1211021,지방자치단체,Y
54220,542,Y,보건소 보건행정과,,,,,N,N,,,1211021,지방자치단체,Y
54221,542,Y,보건소 보건진료소,,,,,N,N,,,1211021,지방자치단체,Y
54222,542,Y,보건지소 강동보건지소,,,,,N,N,,,1211021,지방자치단체,Y
54223,542,Y,보건지소 가락보건지소,,,,,N,N,,,1211021,지방자치단체,Y
54224,542,Y,보건지소 녹산보건지소,,,,,N,N,,,1211021,지방자치단체,Y
54225,542,Y,보건지소 천가보건지소,,,,,N,N,,,1211021,지방자치단체,Y
54226,542,Y,총무국 총무과,,,,,N,N,,,1211021,지방자치단체,Y
54227,542,Y,총무국 재무경제과,,,,,N,N,,,1211021,지방자치단체,Y
54228,542,Y,총무국 세무과,,,,,N,N,,,1211021,지방자치단체,Y
54229,542,Y,총무국 민원봉사과,,,,,N,N,,,1211021,지방자치단체,Y
54230,542,Y,복지산업국 주민복지과,,,,,N,N,,,1211021,지방자치단체,Y
54231,542,Y,복지산업국 환경위생과,,,,,N,N,,,1211021,지방자치단체,Y
54232,542,Y,복지산업국 클린녹지과,,,,,N,N,,,1211021,지방자치단체,Y
54233,542,Y,복지산업국 해양수산과,,,,,N,N,,,1211021,지방자치단체,Y
54234,542,Y,복지산업국 농산과,,,,,N,N,,,1211021,지방자치단체,Y
54235,542,Y,도시개발국 도시관리과,,,,,N,N,,,1211021,지방자치단체,Y
54236,542,Y,도시개발국 교통행정과,,,,,N,N,,,1211021,지방자치단체,Y
54237,542,Y,도시개발국 건축과,,,,,N,N,,,1211021,지방자치단체,Y
54238,542,Y,도시개발국 건설과,,,,,N,N,,,1211021,지방자치단체,Y
54239,542,Y,도시개발국 지적과,,,,,N,N,,,1211021,지방자치단체,Y
54240,542,Y,도시개발국 지역개발과,,,,,N,N,,,1211021,지방자치단체,Y
543,202,N,부산광역시 연제구,,,https://www.yeonje.go.kr/,,Y,Y,,,1211021,지방자치단체,Y
54301,543,N,부산광역시 연제구 거제1동,,,,,N,N,,,1211021,지방자치단체,Y
54302,543,N,부산광역시 연제구 거제2동,,,,,N,N,,,1211021,지방자치단체,Y
54303,543,N,부산광역시 연제구 거제3동,,,,,N,N,,,1211021,지방자치단체,Y
54304,543,N,부산광역시 연제구 거제4동,,,,,N,N,,,1211021,지방자치단체,Y
54305,543,N,부산광역시 연제구 연산1동,,,,,N,N,,,1211021,지방자치단체,Y
54306,543,N,부산광역시 연제구 연산2동,,,,,N,N,,,1211021,지방자치단체,Y
54307,543,N,부산광역시 연제구 연산3동,,,,,N,N,,,1211021,지방자치단체,Y
54308,543,N,부산광역시 연제구 연산4동,,,,,N,N,,,1211021,지방자치단체,Y
54309,543,N,부산광역시 연제구 연산5동,,,,,N,N,,,1211021,지방자치단체,Y
54310,543,N,부산광역시 연제구 연산6동,,,,,N,N,,,1211021,지방자치단체,Y
54311,543,N,부산광역시 연제구 연산8동,,,,,N,N,,,1211021,지방자치단체,Y
54312,543,N,부산광역시 연제구 연산9동,,,,,N,N,,,1211021,지방자치단체,Y
54321,543,Y,의회사무국,,,,,N,N,,,1211021,지방자치단체,Y
54322,543,Y,구청장,,,,,N,N,,,1211021,지방자치단체,Y
54323,543,Y,부구청장,,,,,N,N,,,1211021,지방자치단체,Y
54324,543,Y,기획감사실,,,,,N,N,,,1211021,지방자치단체,Y
54325,543,Y,보건소,,,,,N,N,,,1211021,지방자치단체,Y
54326,543,Y,자치행정국,,,,,N,N,,,1211021,지방자치단체,Y
54327,543,Y,주민복지국,,,,,N,N,,,1211021,지방자치단체,Y
54328,543,Y,도시관리국,,,,,N,N,,,1211021,지방자치단체,Y
54329,543,Y,보건소 보건행정과,,,,,N,N,,,1211021,지방자치단체,Y
54330,543,Y,자치행정국 총무과,,,,,N,N,,,1211021,지방자치단체,Y
54331,543,Y,자치행정국 문화공보과,,,,,N,N,,,1211021,지방자치단체,Y
54332,543,Y,자치행정국 재무과,,,,,N,N,,,1211021,지방자치단체,Y
54333,543,Y,자치행정국 세무과,,,,,N,N,,,1211021,지방자치단체,Y
54334,543,Y,자치행정국 평생학습과,,,,,N,N,,,1211021,지방자치단체,Y
54335,543,Y,자치행정국 민원여권과,,,,,N,N,,,1211021,지방자치단체,Y
54336,543,Y,주민복지국 경제진흥과,,,,,N,N,,,1211021,지방자치단체,Y
54337,543,Y,주민복지국 사회복지과,,,,,N,N,,,1211021,지방자치단체,Y
54338,543,Y,주민복지국 가정복지과,,,,,N,N,,,1211021,지방자치단체,Y
54339,543,Y,주민복지국 환경위생과,,,,,N,N,,,1211021,지방자치단체,Y
54340,543,Y,주민복지국 청소행정과,,,,,N,N,,,1211021,지방자치단체,Y
54341,543,Y,도시관리국 교통행정과,,,,,N,N,,,1211021,지방자치단체,Y
54342,543,Y,도시관리국 도시안전과,,,,,N,N,,,1211021,지방자치단체,Y
54343,543,Y,도시관리국 건설과,,,,,N,N,,,1211021,지방자치단체,Y
54344,543,Y,도시관리국 도시디자인과,,,,,N,N,,,1211021,지방자치단체,Y
54345,543,Y,도시관리국 건축과,,,,,N,N,,,1211021,지방자치단체,Y
54346,543,Y,도시관리국 토지정보과,,,,,N,N,,,1211021,지방자치단체,Y
54347,543,Y,소통미디어실,,,,,N,N,,,1211021,지방자치단체,Y
544,202,N,부산광역시 수영구,,,https://www.suyeong.go.kr/,,Y,Y,,,1211021,지방자치단체,Y
54401,544,N,부산광역시 수영구 남천1동,,,,,N,N,,,1211021,지방자치단체,Y
54402,544,N,부산광역시 수영구 남천2동,,,,,N,N,,,1211021,지방자치단체,Y
54403,544,N,부산광역시 수영구 수영동,,,,,N,N,,,1211021,지방자치단체,Y
54404,544,N,부산광역시 수영구 망미1동,,,,,N,N,,,1211021,지방자치단체,Y
54405,544,N,부산광역시 수영구 망미2동,,,,,N,N,,,1211021,지방자치단체,Y
54406,544,N,부산광역시 수영구 광안1동,,,,,N,N,,,1211021,지방자치단체,Y
54407,544,N,부산광역시 수영구 광안2동,,,,,N,N,,,1211021,지방자치단체,Y
54408,544,N,부산광역시 수영구 광안3동,,,,,N,N,,,1211021,지방자치단체,Y
54409,544,N,부산광역시 수영구 광안4동,,,,,N,N,,,1211021,지방자치단체,Y
54410,544,N,부산광역시 수영구 민락동,,,,,N,N,,,1211021,지방자치단체,Y
54421,544,Y,기획감사실,,,,,N,N,,,1211021,지방자치단체,Y
54422,544,Y,총무국,,,,,N,N,,,1211021,지방자치단체,Y
54423,544,Y,도시국,,,,,N,N,,,1211021,지방자치단체,Y
54424,544,Y,의회사무과,,,,,N,N,,,1211021,지방자치단체,Y
54425,544,Y,주민생활지원국,,,,,N,N,,,1211021,지방자치단체,Y
54426,544,Y,보건소,,,,,N,N,,,1211021,지방자치단체,Y
54427,544,Y,도서관,,,,,N,N,,,1211021,지방자치단체,Y
54428,544,Y,총무국 총무과,,,,,N,N,,,1211021,지방자치단체,Y
54429,544,Y,총무국 문화공보과,,,,,N,N,,,1211021,지방자치단체,Y
54430,544,Y,총무국 재무과,,,,,N,N,,,1211021,지방자치단체,Y
54431,544,Y,총무국 세무과,,,,,N,N,,,1211021,지방자치단체,Y
54432,544,Y,총무국 민원여권과,,,,,N,N,,,1211021,지방자치단체,Y
54433,544,Y,도시국 교통행정과,,,,,N,N,,,1211021,지방자치단체,Y
54434,544,Y,도시국 재난관리과,,,,,N,N,,,1211021,지방자치단체,Y
54435,544,Y,도시국 건축과,,,,,N,N,,,1211021,지방자치단체,Y
54436,544,Y,도시국 건설과,,,,,N,N,,,1211021,지방자치단체,Y
54437,544,Y,도시국 토지정보과,,,,,N,N,,,1211021,지방자치단체,Y
54438,544,Y,도시국 도시관리과,,,,,N,N,,,1211021,지방자치단체,Y
54439,544,Y,보건소 보건행정과,,,,,N,N,,,1211021,지방자치단체,Y
54440,544,Y,주민생활지원국 주민생활지원과,,,,,N,N,,,1211021,지방자치단체,Y
54441,544,Y,주민생활지원국 복지서비스과,,,,,N,N,,,1211021,지방자치단체,Y
54442,544,Y,주민생활지원국 청소행정과,,,,,N,N,,,1211021,지방자치단체,Y
54443,544,Y,주민생활지원국 환경위생과,,,,,N,N,,,1211021,지방자치단체,Y
54444,544,Y,주민생활지원국 지역경제과,,,,,N,N,,,1211021,지방자치단체,Y
545,202,N,부산광역시 사상구,,,https://www.sasang.go.kr/,,Y,Y,,,1211021,지방자치단체,Y
54501,545,N,부산광역시 사상구 삼락동,,,,,N,N,,,1211021,지방자치단체,Y
54502,545,N,부산광역시 사상구 모라1동,,,,,N,N,,,1211021,지방자치단체,Y
54503,545,N,부산광역시 사상구 모라3동,,,,,N,N,,,1211021,지방자치단체,Y
54504,545,N,부산광역시 사상구 덕포1동,,,,,N,N,,,1211021,지방자치단체,Y
54505,545,N,부산광역시 사상구 덕포2동,,,,,N,N,,,1211021,지방자치단체,Y
54506,545,N,부산광역시 사상구 괘법동,,,,,N,N,,,1211021,지방자치단체,Y
54507,545,N,부산광역시 사상구 주례1동,,,,,N,N,,,1211021,지방자치단체,Y
54508,545,N,부산광역시 사상구 주례2동,,,,,N,N,,,1211021,지방자치단체,Y
54509,545,N,부산광역시 사상구 주례3동,,,,,N,N,,,1211021,지방자치단체,Y
54510,545,N,부산광역시 사상구 학장동,,,,,N,N,,,1211021,지방자치단체,Y
54511,545,N,부산광역시 사상구 엄궁동,,,,,N,N,,,1211021,지방자치단체,Y
54512,545,N,부산광역시 사상구 감전동,,,,,N,N,,,1211021,지방자치단체,Y
54521,545,Y,부산광역시 사상구 기획감사실,,,,,N,N,,,1211021,지방자치단체,Y
54522,545,Y,부산광역시 사상구 의회사무국,,,,,N,N,,,1211021,지방자치단체,Y
54523,545,Y,부산광역시 사상구 보건소,,,,,N,N,,,1211021,지방자치단체,Y
54524,545,Y,부산광역시 사상구 행정지원국,,,,,N,N,,,1211021,지방자치단체,Y
54525,545,Y,부산광역시 사상구 복지환경국,,,,,N,N,,,1211021,지방자치단체,Y
54526,545,Y,부산광역시 사상구 도시건설국,,,,,N,N,,,1211021,지방자치단체,Y
54527,545,Y,부산광역시 사상구 사상도서관,,,,,N,N,,,1211021,지방자치단체,Y
54528,545,Y,부산광역시 사상구 삼락동,,,,,N,N,,,1211021,지방자치단체,Y
54529,545,Y,부산광역시 사상구 모라1동,,,,,N,N,,,1211021,지방자치단체,Y
54530,545,Y,부산광역시 사상구 모라3동,,,,,N,N,,,1211021,지방자치단체,Y
54531,545,Y,부산광역시 사상구 덕포1동,,,,,N,N,,,1211021,지방자치단체,Y
54532,545,Y,부산광역시 사상구 덕포2동,,,,,N,N,,,1211021,지방자치단체,Y
54533,545,Y,부산광역시 사상구 괘법동,,,,,N,N,,,1211021,지방자치단체,Y
54534,545,Y,부산광역시 사상구 주례1동,,,,,N,N,,,1211021,지방자치단체,Y
54535,545,Y,부산광역시 사상구 주례2동,,,,,N,N,,,1211021,지방자치단체,Y
54536,545,Y,부산광역시 사상구 감전동,,,,,N,N,,,1211021,지방자치단체,Y
54537,545,Y,부산광역시 사상구 주례3동,,,,,N,N,,,1211021,지방자치단체,Y
54538,545,Y,부산광역시 사상구 학장동,,,,,N,N,,,1211021,지방자치단체,Y
54539,545,Y,부산광역시 사상구 엄궁동,,,,,N,N,,,1211021,지방자치단체,Y
54540,545,Y,부산광역시 사상구 보건소 보건행정과,,,,,N,N,,,1211021,지방자치단체,Y
54541,545,Y,부산광역시 사상구 행정지원국 자치행정과,,,,,N,N,,,1211021,지방자치단체,Y
54542,545,Y,부산광역시 사상구 행정지원국 회계재산과,,,,,N,N,,,1211021,지방자치단체,Y
54543,545,Y,부산광역시 사상구 행정지원국 세무과,,,,,N,N,,,1211021,지방자치단체,Y
54544,545,Y,부산광역시 사상구 행정지원국 문화홍보과,,,,,N,N,,,1211021,지방자치단체,Y
54545,545,Y,부산광역시 사상구 행정지원국 종합민원과,,,,,N,N,,,1211021,지방자치단체,Y
54546,545,Y,부산광역시 사상구 행정지원국 창조학습과,,,,,N,N,,,1211021,지방자치단체,Y
54547,545,Y,부산광역시 사상구 복지환경국 복지정책과,,,,,N,N,,,1211021,지방자치단체,Y
54548,545,Y,부산광역시 사상구 복지환경국 복지서비스과,,,,,N,N,,,1211021,지방자치단체,Y
54549,545,Y,부산광역시 사상구 복지환경국 환경위생과,,,,,N,N,,,1211021,지방자치단체,Y
54550,545,Y,부산광역시 사상구 복지환경국 청소행정과,,,,,N,N,,,1211021,지방자치단체,Y
54551,545,Y,부산광역시 사상구 복지환경국 녹지공원과,,,,,N,N,,,1211021,지방자치단체,Y
54552,545,Y,부산광역시 사상구 복지환경국 지역경제과,,,,,N,N,,,1211021,지방자치단체,Y
54553,545,Y,부산광역시 사상구 도시건설국 교통행정과,,,,,N,N,,,1211021,지방자치단체,Y
54554,545,Y,부산광역시 사상구 도시건설국 건축과,,,,,N,N,,,1211021,지방자치단체,Y
54555,545,Y,부산광역시 사상구 도시건설국 도시안전과,,,,,N,N,,,1211021,지방자치단체,Y
54556,545,Y,부산광역시 사상구 도시건설국 건설과,,,,,N,N,,,1211021,지방자치단체,Y
54557,545,Y,부산광역시 사상구 도시건설국 토지정보과,,,,,N,N,,,1211021,지방자치단체,Y
546,202,N,부산광역시 기장군,,,https://www.gijang.go.kr/index.gijang?contentsSid=1219,,Y,Y,,,1211021,지방자치단체,Y
54601,546,N,부산광역시 기장군 기장읍,,,,,N,N,,,1211021,지방자치단체,Y
54602,546,N,부산광역시 기장군 장안읍,,,,,N,N,,,1211021,지방자치단체,Y
54603,546,N,부산광역시 기장군 일광면,,,,,N,N,,,1211021,지방자치단체,Y
54604,546,N,부산광역시 기장군 정관면,,,,,N,N,,,1211021,지방자치단체,Y
54605,546,N,부산광역시 기장군 철마면,,,,,N,N,,,1211021,지방자치단체,Y
54611,546,Y,부산광역시 기장군 기획감사실,,,,,N,N,,,1211021,지방자치단체,Y
54612,546,Y,부산광역시 기장군 총무과,,,,,N,N,,,1211021,지방자치단체,Y
54613,546,Y,부산광역시 기장군 미래전략과,,,,,N,N,,,1211021,지방자치단체,Y
54614,546,Y,부산광역시 기장군 문화관광과,,,,,N,N,,,1211021,지방자치단체,Y
54615,546,Y,부산광역시 기장군 인재양성과,,,,,N,N,,,1211021,지방자치단체,Y
54616,546,Y,부산광역시 기장군 세무과,,,,,N,N,,,1211021,지방자치단체,Y
54617,546,Y,부산광역시 기장군 환경위생과,,,,,N,N,,,1211021,지방자치단체,Y
54618,546,Y,부산광역시 기장군 농림과,,,,,N,N,,,1211021,지방자치단체,Y
54619,546,Y,부산광역시 기장군 해양수산과,,,,,N,N,,,1211021,지방자치단체,Y
54620,546,Y,부산광역시 기장군 교통경제과,,,,,N,N,,,1211021,지방자치단체,Y
54621,546,Y,부산광역시 기장군 건축과,,,,,N,N,,,1211021,지방자치단체,Y
54622,546,Y,부산광역시 기장군 건설과,,,,,N,N,,,1211021,지방자치단체,Y
54623,546,Y,부산광역시 기장군 민원봉사과,,,,,N,N,,,1211021,지방자치단체,Y
54624,546,Y,부산광역시 기장군 보건소,,,,,N,N,,,1211021,지방자치단체,Y
54625,546,Y,부산광역시 기장군 농업기술센터,,,,,N,N,,,1211021,지방자치단체,Y
54626,546,Y,부산광역시 기장군 기장도서관,,,,,N,N,,,1211021,지방자치단체,Y
54627,546,Y,부산광역시 기장군 의회사무과,,,,,N,N,,,1211021,지방자치단체,Y
54628,546,Y,부산광역시 기장군 복지지원실,,,,,N,N,,,1211021,지방자치단체,Y
54629,546,Y,부산광역시 기장군 재난안전과,,,,,N,N,,,1211021,지방자치단체,Y
54630,546,Y,부산광역시 기장군 토지관리과,,,,,N,N,,,1211021,지방자치단체,Y
54631,546,Y,부산광역시 기장군 총무과 기장군인사위원회,,,,,N,N,,,1211021,지방자치단체,Y
54632,546,Y,부산광역시 기장군 보건소 보건행정과,,,,,N,N,,,1211021,지방자치단체,Y
54633,546,Y,부산광역시 기장군 복지지원실,,,,,N,N,,,1211021,지방자치단체,Y
551,203,N,대구광역시 중구,,,https://www.jung.daegu.kr,,Y,Y,,,1211021,지방자치단체,Y
55101,551,N,대구광역시 중구 삼덕동,,,,,N,N,,,1211021,지방자치단체,Y
55102,551,N,대구광역시 중구 성내1동,,,,,N,N,,,1211021,지방자치단체,Y
55103,551,N,대구광역시 중구 성내2동,,,,,N,N,,,1211021,지방자치단체,Y
55104,551,N,대구광역시 중구 성내3동,,,,,N,N,,,1211021,지방자치단체,Y
55105,551,N,대구광역시 중구 대신동,,,,,N,N,,,1211021,지방자치단체,Y
55106,551,N,대구광역시 중구 남산1동,,,,,N,N,,,1211021,지방자치단체,Y
55107,551,N,대구광역시 중구 남산2동,,,,,N,N,,,1211021,지방자치단체,Y
55108,551,N,대구광역시 중구 남산3동,,,,,N,N,,,1211021,지방자치단체,Y
55109,551,N,대구광역시 중구 남산4동,,,,,N,N,,,1211021,지방자치단체,Y
55110,551,N,대구광역시 중구 대봉1동,,,,,N,N,,,1211021,지방자치단체,Y
55111,551,N,대구광역시 중구 대봉2동,,,,,N,N,,,1211021,지방자치단체,Y
55112,551,N,대구광역시 중구 동인동,,,,,N,N,,,1211021,지방자치단체,Y
55121,551,Y,기획예산실,,,,,N,N,,,1211021,지방자치단체,Y
55122,551,Y,전략경영실,,,,,N,N,,,1211021,지방자치단체,Y
55123,551,Y,도심재생지원단,,,,,N,N,,,1211021,지방자치단체,Y
55124,551,Y,도시국 건축주택과,,,,,N,N,,,1211021,지방자치단체,Y
55125,551,Y,도시국 교통과,,,,,N,N,,,1211021,지방자치단체,Y
55126,551,Y,도시국 도시관리과,,,,,N,N,,,1211021,지방자치단체,Y
