파일번호,기관코드,통계표명,주기구분,수록시점,서비스명,파일유형
6,604,(파일) 2015년 울산광역시북구기본통계,연,2015,Ⅶ. 광업·제조업 및 에너지,xls
7,604,(파일) 2015년 울산광역시북구기본통계,연,2015,Ⅷ. 전기·가스·수도,xls
8,604,(파일) 2015년 울산광역시북구기본통계,연,2015,Ⅸ. 유통·금융·보험 및 기타서비스,xls
9,604,(파일) 2015년 울산광역시북구기본통계,연,2015,Ⅹ. 주택·건설,xls
10,604,(파일) 2015년 울산광역시북구기본통계,연,2015,XI. 교통·관광 및 정보통신,xls
11,604,(파일) 2015년 울산광역시북구기본통계,연,2015,XII. 보건 및 사회보장,xls
12,604,(파일) 2015년 울산광역시북구기본통계,연,2015,XIII. 환경,xls
13,604,(파일) 2015년 울산광역시북구기본통계,연,2015,XIV. 교육 및 문화,xls
14,604,(파일) 2015년 울산광역시북구기본통계,연,2015,XV. 재정,xls
15,604,(파일) 2015년 울산광역시북구기본통계,연,2015,XVI. 공공행정 및 사법,xls
1,604,(파일) 2016년 울산광역시북구기본통계,연,2016,Ⅱ. 토지 및 기후,xls
2,604,(파일) 2016년 울산광역시북구기본통계,연,2016,Ⅲ. 인구,xls
3,604,(파일) 2016년 울산광역시북구기본통계,연,2016,Ⅳ. 노동,xls
4,604,(파일) 2016년 울산광역시북구기본통계,연,2016,Ⅴ. 사업체,xls
5,604,(파일) 2016년 울산광역시북구기본통계,연,2016,Ⅵ. 농림수산업,xls
6,604,(파일) 2016년 울산광역시북구기본통계,연,2016,Ⅶ. 광업·제조업 및 에너지,xls
7,604,(파일) 2016년 울산광역시북구기본통계,연,2016,Ⅷ. 전기·가스·수도,xls
8,604,(파일) 2016년 울산광역시북구기본통계,연,2016,Ⅸ. 유통·금융·보험 및 기타서비스,xls
9,604,(파일) 2016년 울산광역시북구기본통계,연,2016,Ⅹ. 주택·건설,xls
10,604,(파일) 2016년 울산광역시북구기본통계,연,2016,XI. 교통·관광 및 정보통신,xls
11,604,(파일) 2016년 울산광역시북구기본통계,연,2016,XII. 보건 및 사회보장,xls
12,604,(파일) 2016년 울산광역시북구기본통계,연,2016,XIII. 환경,xls
13,604,(파일) 2016년 울산광역시북구기본통계,연,2016,XIV. 교육 및 문화,xls
14,604,(파일) 2016년 울산광역시북구기본통계,연,2016,XV. 재정,xls
15,604,(파일) 2016년 울산광역시북구기본통계,연,2016,XVI. 공공행정 및 사법,xls
1,604,(파일) 2017년 울산광역시북구기본통계,연,2017,Ⅱ. 토지 및 기후,xls
2,604,(파일) 2017년 울산광역시북구기본통계,연,2017,Ⅲ. 인구,xls
3,604,(파일) 2017년 울산광역시북구기본통계,연,2017,Ⅳ. 노동,xls
4,604,(파일) 2017년 울산광역시북구기본통계,연,2017,Ⅴ. 사업체,xls
5,604,(파일) 2017년 울산광역시북구기본통계,연,2017,Ⅵ. 농림수산업,xls
6,604,(파일) 2017년 울산광역시북구기본통계,연,2017,Ⅶ. 광업·제조업 및 에너지,xls
7,604,(파일) 2017년 울산광역시북구기본통계,연,2017,Ⅷ. 전기·가스·수도,xls
8,604,(파일) 2017년 울산광역시북구기본통계,연,2017,Ⅸ. 유통·금융·보험 및 기타서비스,xls
9,604,(파일) 2017년 울산광역시북구기본통계,연,2017,Ⅹ. 주택·건설,xls
10,604,(파일) 2017년 울산광역시북구기본통계,연,2017,XI. 교통·관광 및 정보통신,xls
11,604,(파일) 2017년 울산광역시북구기본통계,연,2017,XII. 보건 및 사회보장,xls
12,604,(파일) 2017년 울산광역시북구기본통계,연,2017,XIII. 환경,xls
13,604,(파일) 2017년 울산광역시북구기본통계,연,2017,XIV. 교육 및 문화,xls
14,604,(파일) 2017년 울산광역시북구기본통계,연,2017,XV. 재정,xls
15,604,(파일) 2017년 울산광역시북구기본통계,연,2017,XVI. 공공행정 및 사법,xls
1,611,(파일) 2014년 수원시경제지표조사,부정기,2013,재 1장 가구주,hwp
2,611,(파일) 2014년 수원시경제지표조사,부정기,2013,제 2장 가구원,hwp
3,611,(파일) 2014년 수원시경제지표조사,부정기,2013,제 3장 제조업,hwp
4,611,(파일) 2014년 수원시경제지표조사,부정기,2013,제 4장 도소매·기타산업,hwp
1,612,(파일) 2014년 성남시사회조사,연,2014,Ⅰ. 경기도 및 성남시 사회조사 공통항목(가구부문),hwp
2,612,(파일) 2014년 성남시사회조사,연,2014,Ⅱ. 경기도 및 성남시 사회조사 공통항목(가구원부문),hwp
3,612,(파일) 2014년 성남시사회조사,연,2014,Ⅲ. 성남시 사회조사 특성항목(가구원부문),hwp
1,612,(파일) 2015년 성남시경제지표조사,연,2015,제1장 제조업 및 서비스업,hwp
2,612,(파일) 2015년 성남시경제지표조사,연,2015,제2장 도소매 및 음식숙박업,hwp
1,612,(파일) 2015년 성남시사회조사,연,2015,Ⅰ. 경기도 및 성남시 사회조사 공통항목,hwp
2,612,(파일) 2015년 성남시사회조사,연,2015,Ⅱ. 성남시 사회조사 특성항목,hwp
1,612,(파일) 2016년 성남시경제지표조사,연,2016,1. 가구부문,hwp
2,612,(파일) 2016년 성남시경제지표조사,연,2016,2. 사업체부문_제조업 및 서비스업,hwp
3,612,(파일) 2016년 성남시경제지표조사,연,2016,3. 사업체부문_도소매 및 음식숙박업,hwp
1,612,(파일) 2016년 성남시사회조사,연,2016,1. 가족·가구,hwp
2,612,(파일) 2016년 성남시사회조사,연,2016,2. 환경,hwp
3,612,(파일) 2016년 성남시사회조사,연,2016,3. 보건,hwp
4,612,(파일) 2016년 성남시사회조사,연,2016,4. 교육,hwp
5,612,(파일) 2016년 성남시사회조사,연,2016,5. 안전,hwp
6,612,(파일) 2016년 성남시사회조사,연,2016,6. 일반(가구·개인),hwp
7,612,(파일) 2016년 성남시사회조사,연,2016,7. 성남시 특성항목,hwp
1,612,(파일) 2016년 성남시주거실태조사,부정기,2016,2016년 성남시주거실태조사,hwp
1,612,(파일) 2017년 성남시경제지표조사,연,2017,1. 가구부문,hwp
2,612,(파일) 2017년 성남시경제지표조사,연,2017,2. 사업체부문_제조업 및 서비스업,hwp
3,612,(파일) 2017년 성남시경제지표조사,연,2017,3. 사업체부문_도소매 및 음식숙박업,hwp
1,612,(파일) 2017년 성남시사회조사,연,2017,Ⅰ. 경기도 및 성남시 사회조사 공통항목,xls
2,612,(파일) 2017년 성남시사회조사,연,2017,Ⅱ. 성남시 사회조사 특성항목,xls
1,612,(파일) 2018년 성남시사회조사,연,2018,Ⅰ. 경기도 및 성남시사회조사(공통항목),xlsx
2,612,(파일) 2018년 성남시사회조사,연,2018,Ⅱ. 성남시사회조사(특성항목),xlsx
1,613,(파일) 2014년 경기도의정부시기본통계,연,2014,Ⅱ. 토지 및 기후,xls
2,613,(파일) 2014년 경기도의정부시기본통계,연,2014,Ⅲ. 인구,xls
3,613,(파일) 2014년 경기도의정부시기본통계,연,2014,Ⅳ. 노동,xls
4,613,(파일) 2014년 경기도의정부시기본통계,연,2014,Ⅴ. 사업체,xls
5,613,(파일) 2014년 경기도의정부시기본통계,연,2014,Ⅵ. 농림수산업,xls
6,613,(파일) 2014년 경기도의정부시기본통계,연,2014,Ⅶ. 광업·제조업,xls
7,613,(파일) 2014년 경기도의정부시기본통계,연,2014,Ⅷ. 전기·가스·수도,xls
8,613,(파일) 2014년 경기도의정부시기본통계,연,2014,Ⅸ. 유통·금융·보험,xls
9,613,(파일) 2014년 경기도의정부시기본통계,연,2014,Ⅹ. 주택·건설,xls
10,613,(파일) 2014년 경기도의정부시기본통계,연,2014,XI. 교통·관광 및 정보통신,xls
11,613,(파일) 2014년 경기도의정부시기본통계,연,2014,XII. 보건 및 사회보장,xls
12,613,(파일) 2014년 경기도의정부시기본통계,연,2014,XIII. 환경,xls
13,613,(파일) 2014년 경기도의정부시기본통계,연,2014,XIV. 교육 및 문화,xls
14,613,(파일) 2014년 경기도의정부시기본통계,연,2014,XV. 재정,xls
15,613,(파일) 2014년 경기도의정부시기본통계,연,2014,XVI. 소득,xlsx
16,613,(파일) 2014년 경기도의정부시기본통계,연,2014,XVII. 공공행정 및 사법,xls
1,613,(파일) 2014년 의정부시사회조사,연,2014,Ⅰ. 경기도 및 의정부시 사회조사 공통항목(가구부문),pdf
2,613,(파일) 2014년 의정부시사회조사,연,2014,Ⅱ. 경기도 및 의정부시 사회조사 공통항목(가구원부문),pdf
3,613,(파일) 2014년 의정부시사회조사,연,2014,Ⅲ. 의정부시 사회조사 특성항목(가구원부문),pdf
1,613,(파일) 2015년 경기도의정부시기본통계,연,2015,Ⅱ. 토지 및 기후,xls
2,613,(파일) 2015년 경기도의정부시기본통계,연,2015,Ⅲ. 인구,xls
3,613,(파일) 2015년 경기도의정부시기본통계,연,2015,Ⅳ. 노동,xls
4,613,(파일) 2015년 경기도의정부시기본통계,연,2015,Ⅴ. 사업체,xls
5,613,(파일) 2015년 경기도의정부시기본통계,연,2015,Ⅵ. 농림수산업,xls
6,613,(파일) 2015년 경기도의정부시기본통계,연,2015,Ⅶ. 광업·제조업 및 에너지,xls
7,613,(파일) 2015년 경기도의정부시기본통계,연,2015,Ⅷ. 전기·가스·수도,xls
8,613,(파일) 2015년 경기도의정부시기본통계,연,2015,Ⅸ. 유통·금융·보험 및 기타서비스,xls
9,613,(파일) 2015년 경기도의정부시기본통계,연,2015,Ⅹ. 주택·건설,xls
10,613,(파일) 2015년 경기도의정부시기본통계,연,2015,XI. 교통·관광 및 정보통신,xls
11,613,(파일) 2015년 경기도의정부시기본통계,연,2015,XII. 보건 및 사회보장,xlsx
12,613,(파일) 2015년 경기도의정부시기본통계,연,2015,XIII. 환경,xlsx
13,613,(파일) 2015년 경기도의정부시기본통계,연,2015,XIV. 교육 및 문화,xlsx
14,613,(파일) 2015년 경기도의정부시기본통계,연,2015,XV. 재정,xls
15,613,(파일) 2015년 경기도의정부시기본통계,연,2015,XVI. 소득,xlsx
16,613,(파일) 2015년 경기도의정부시기본통계,연,2015,XVII. 공공행정 및 사법,xls
1,613,(파일) 2015년 의정부시사회조사,연,2015,1. 경기도 및 의정부시 사회조사 공통항목,hwp
2,613,(파일) 2015년 의정부시사회조사,연,2015,2. 의정부시 사회조사 특성항목,hwp
1,613,(파일) 2016년 경기도의정부시기본통계,연,2016,Ⅱ. 토지 및 기후,xls
2,613,(파일) 2016년 경기도의정부시기본통계,연,2016,Ⅲ. 인구,xls
3,613,(파일) 2016년 경기도의정부시기본통계,연,2016,Ⅳ. 노동,xls
4,613,(파일) 2016년 경기도의정부시기본통계,연,2016,Ⅴ. 사업체,xls
5,613,(파일) 2016년 경기도의정부시기본통계,연,2016,Ⅵ. 농림수산업,xls
6,613,(파일) 2016년 경기도의정부시기본통계,연,2016,Ⅶ. 광업·제조업,xls
7,613,(파일) 2016년 경기도의정부시기본통계,연,2016,Ⅷ. 전기·가스·수도,xls
8,613,(파일) 2016년 경기도의정부시기본통계,연,2016,Ⅸ. 유통·금융·보험 및 기타서비스,xls
9,613,(파일) 2016년 경기도의정부시기본통계,연,2016,Ⅹ. 주택·건설,xls
10,613,(파일) 2016년 경기도의정부시기본통계,연,2016,XI. 교통·관광 및 정보통신,xls
11,613,(파일) 2016년 경기도의정부시기본통계,연,2016,XII. 보건 및 사회보장,xlsx
12,613,(파일) 2016년 경기도의정부시기본통계,연,2016,XIII. 환경,xlsx
13,613,(파일) 2016년 경기도의정부시기본통계,연,2016,XIV. 교육 및 문화,xlsx
14,613,(파일) 2016년 경기도의정부시기본통계,연,2016,XV. 재정,xls
15,613,(파일) 2016년 경기도의정부시기본통계,연,2016,XVI. 소득,xlsx
16,613,(파일) 2016년 경기도의정부시기본통계,연,2016,XVII. 공공행정 및 사법,xls
1,613,(파일) 2016년 의정부시사회조사,연,2016,1. 가족·가구,hwp
2,613,(파일) 2016년 의정부시사회조사,연,2016,2. 환경,hwp
3,613,(파일) 2016년 의정부시사회조사,연,2016,3. 보건,hwp
4,613,(파일) 2016년 의정부시사회조사,연,2016,4. 교육,hwp
5,613,(파일) 2016년 의정부시사회조사,연,2016,5. 안전,hwp
6,613,(파일) 2016년 의정부시사회조사,연,2016,6. 일반(가구·개인),hwp
7,613,(파일) 2016년 의정부시사회조사,연,2016,7. 의정부시 특성항목,hwp
1,613,(파일) 2017년 의정부시노인복지통계,부정기,2017,1. 인구,xlsx
2,613,(파일) 2017년 의정부시노인복지통계,부정기,2017,2. 인구이동,xlsx
3,613,(파일) 2017년 의정부시노인복지통계,부정기,2017,3. 소득,xlsx
4,613,(파일) 2017년 의정부시노인복지통계,부정기,2017,4. 주택,xlsx
5,613,(파일) 2017년 의정부시노인복지통계,부정기,2017,5. 건강관리,xlsx
6,613,(파일) 2017년 의정부시노인복지통계,부정기,2017,6. 복지,xlsx
7,613,(파일) 2017년 의정부시노인복지통계,부정기,2017,7. 일자리,xlsx
8,613,(파일) 2017년 의정부시노인복지통계,부정기,2017,8. 사회참여,xlsx
9,613,(파일) 2017년 의정부시노인복지통계,부정기,2017,9. 안전,xlsx
1,613,(파일) 2017년 의정부시사회조사,연,2017,Ⅰ. 경기도 및 의정부시사회조사(공통항목),hwp
2,613,(파일) 2017년 의정부시사회조사,연,2017,Ⅱ. 의정부시사회조사(특성항목),hwp
1,613,(파일) 2018년 의정부시사회조사,연,2018,Ⅰ. 경기도 및 의정부시사회조사(공통항목),hwp
2,613,(파일) 2018년 의정부시사회조사,연,2018,Ⅱ. 의정부시사회조사(특성항목),hwp
1,614,(파일) 2014년 안양시사회조사,연,2014,Ⅰ. 경기도 및 안양시 사회조사 공통항목(가구부문),hwp
2,614,(파일) 2014년 안양시사회조사,연,2014,Ⅱ. 경기도 및 안양시 사회조사 공통항목(가구원부문),hwp
3,614,(파일) 2014년 안양시사회조사,연,2014,Ⅲ. 안양시 사회조사 특성항목(가구원부문),hwp
1,614,(파일) 2015년 안양시사회조사,연,2015,Ⅰ. 경기도 및 안양시 사회조사(공통항목),hwp
2,614,(파일) 2015년 안양시사회조사,연,2015,Ⅱ. 안양시 사회조사(특성항목),hwp
1,614,(파일) 2016년 안양시사회조사,연,2016,1. 가족·가구,pdf
2,614,(파일) 2016년 안양시사회조사,연,2016,2. 환경,pdf
3,614,(파일) 2016년 안양시사회조사,연,2016,3. 보건,pdf
4,614,(파일) 2016년 안양시사회조사,연,2016,4. 교육,pdf
5,614,(파일) 2016년 안양시사회조사,연,2016,5. 안전,pdf
6,614,(파일) 2016년 안양시사회조사,연,2016,6. 일반(가구·개인),pdf
7,614,(파일) 2016년 안양시사회조사,연,2016,7. 안양시 특성항목,pdf
1,614,(파일) 2017년 안양시사회조사,연,2017,Ⅰ. 경기도 및 안양시 사회조사 공통항목,xls
2,614,(파일) 2017년 안양시사회조사,연,2017,Ⅱ. 안양시 사회조사 특성항목,xls
1,614,(파일) 2018년 안양시사회조사,연,2018,Ⅰ. 경기도 및 안양시사회조사(공통항목),xlsx
2,614,(파일) 2018년 안양시사회조사,연,2018,Ⅱ. 안양시사회조사(특성항목),xlsx
1,615,(파일) 2013년 부천시사회조사,부정기,2013,1. 주거부문,pdf
2,615,(파일) 2013년 부천시사회조사,부정기,2013,2. 가족부문,pdf
3,615,(파일) 2013년 부천시사회조사,부정기,2013,3. 교육부문,pdf
4,615,(파일) 2013년 부천시사회조사,부정기,2013,4. 소득과 소비부문,pdf
5,615,(파일) 2013년 부천시사회조사,부정기,2013,5. 안전부문,pdf
6,615,(파일) 2013년 부천시사회조사,부정기,2013,6. 정보통신부문,pdf
7,615,(파일) 2013년 부천시사회조사,부정기,2013,7. 교통부문,pdf
8,615,(파일) 2013년 부천시사회조사,부정기,2013,8. 환경부문,pdf
9,615,(파일) 2013년 부천시사회조사,부정기,2013,9. 고용부문,pdf
10,615,(파일) 2013년 부천시사회조사,부정기,2013,10. 문화와 여가부문,pdf
11,615,(파일) 2013년 부천시사회조사,부정기,2013,11. 복지부문,pdf
12,615,(파일) 2013년 부천시사회조사,부정기,2013,12. 보건부문,pdf
13,615,(파일) 2013년 부천시사회조사,부정기,2013,13. 사회참여부문,pdf
14,615,(파일) 2013년 부천시사회조사,부정기,2013,14. 자치행정부문,pdf
1,615,(파일) 2015년 부천시경제지표조사,연,2015,1. 가구,hwp
2,615,(파일) 2015년 부천시경제지표조사,연,2015,2. 가구원,hwp
3,615,(파일) 2015년 부천시경제지표조사,연,2015,3. 제조업,hwp
4,615,(파일) 2015년 부천시경제지표조사,연,2015,4. 도소매 및 기타산업,hwp
1,615,(파일) 2016년 부천시경제지표조사,연,2016,1. 가구,hwp
2,615,(파일) 2016년 부천시경제지표조사,연,2016,2. 가구원,hwp
3,615,(파일) 2016년 부천시경제지표조사,연,2016,3. 제조업,hwp
4,615,(파일) 2016년 부천시경제지표조사,연,2016,4. 도소매 및 기타산업,hwp
1,615,(파일) 2016년 부천시사회조사,연,2016,1. 가족·가구,pdf
2,615,(파일) 2016년 부천시사회조사,연,2016,2. 환경,pdf
3,615,(파일) 2016년 부천시사회조사,연,2016,3. 보건,pdf
4,615,(파일) 2016년 부천시사회조사,연,2016,4. 교육,pdf
5,615,(파일) 2016년 부천시사회조사,연,2016,5. 안전,pdf
6,615,(파일) 2016년 부천시사회조사,연,2016,6. 일반(가구·개인),pdf
7,615,(파일) 2016년 부천시사회조사,연,2016,7. 부천시 특성항목,pdf
1,615,(파일) 2017년 부천시사회조사,연,2017,Ⅰ. 경기도 및 부천시사회조사(공통항목),hwp
2,615,(파일) 2017년 부천시사회조사,연,2017,Ⅱ. 부천시사회조사(특성항목),hwp
1,615,(파일) 2018년 부천시경제지표조사,부정기,2018,Ⅰ. 조사개요,hwp
2,615,(파일) 2018년 부천시경제지표조사,부정기,2018,Ⅱ. 요약 및 결론,hwp
3,615,(파일) 2018년 부천시경제지표조사,부정기,2018,Ⅲ. 조사결과_제1장 가구,hwp
4,615,(파일) 2018년 부천시경제지표조사,부정기,2018,Ⅲ. 조사결과_제2장 제조업,hwp
5,615,(파일) 2018년 부천시경제지표조사,부정기,2018,Ⅲ. 조사결과_제3장 도소매·기타산업,hwp
1,615,(파일) 2018년 부천시사회조사,연,2018,Ⅰ. 경기도 및 부천시사회조사(공통항목),xlsx
2,615,(파일) 2018년 부천시사회조사,연,2018,Ⅱ. 부천시사회조사(특성항목),xlsx
1,616,(파일) 2014년 광명시사회조사,연,2014,Ⅰ. 경기도 및 광명시 사회조사 공통항목(가구부문),hwp
2,616,(파일) 2014년 광명시사회조사,연,2014,Ⅱ. 경기도 및 광명시 사회조사 공통항목(가구원부문),hwp
3,616,(파일) 2014년 광명시사회조사,연,2014,Ⅲ. 광명시 사회조사 특성항목(가구원부문),hwp
1,616,(파일) 2015년 광명시사회조사,연,2015,Ⅰ. 경기도 및 광명시 사회조사(공통항목),hwp
2,616,(파일) 2015년 광명시사회조사,연,2015,Ⅱ. 광명시 사회조사(특성항목),hwp
1,616,(파일) 2016년 광명시사회조사,연,2016,Ⅰ. 가족·가구,pdf
2,616,(파일) 2016년 광명시사회조사,연,2016,Ⅱ. 환경,pdf
3,616,(파일) 2016년 광명시사회조사,연,2016,Ⅲ. 보건,pdf
4,616,(파일) 2016년 광명시사회조사,연,2016,Ⅳ. 교육,pdf
5,616,(파일) 2016년 광명시사회조사,연,2016,Ⅴ. 안전,pdf
6,616,(파일) 2016년 광명시사회조사,연,2016,Ⅵ. 일반(가구·개인),pdf
7,616,(파일) 2016년 광명시사회조사,연,2016,Ⅶ. 광명시 특성항목,pdf
1,616,(파일) 2017년 광명시사회조사,연,2017,Ⅰ. 경기도 및 광명시 사회조사 공통항목,xlsx
2,616,(파일) 2017년 광명시사회조사,연,2017,Ⅱ. 광명시 사회조사 특성항목,xlsx
1,616,(파일) 2018년 광명시사회조사,연,2018,Ⅰ. 경기도 및 광명시사회조사(공통항목),xlsx
2,616,(파일) 2018년 광명시사회조사,연,2018,Ⅱ. 광명시사회조사(특성항목),xlsx
1,617,(파일) 2014년 평택시사회조사,연,2014,Ⅰ. 경기도 및 평택시 사회조사 공통항목(가구부문),pdf
2,617,(파일) 2014년 평택시사회조사,연,2014,Ⅲ. 경기도 및평택시 사회조사 공통항목(가구원부문),pdf
3,617,(파일) 2014년 평택시사회조사,연,2014,Ⅲ. 평택시 사회조사 특성항목(가구원부문),pdf
1,617,(파일) 2015년 평택시사회조사,연,2015,Ⅰ. 경기도 및 평택시 사회조사 공통항목,pdf
2,617,(파일) 2015년 평택시사회조사,연,2015,Ⅱ. 평택시 사회조사 특성항목,pdf
1,617,(파일) 2016년 평택시사회조사,연,2016,1. 가족·가구,hwp
2,617,(파일) 2016년 평택시사회조사,연,2016,2. 환경,hwp
3,617,(파일) 2016년 평택시사회조사,연,2016,3. 보건,hwp
4,617,(파일) 2016년 평택시사회조사,연,2016,4. 교육,hwp
5,617,(파일) 2016년 평택시사회조사,연,2016,5. 안전,hwp
6,617,(파일) 2016년 평택시사회조사,연,2016,6. 일반(가구·개인),hwp
7,617,(파일) 2016년 평택시사회조사,연,2016,7. 평택시 특성항목,hwp
1,617,(파일) 2017년 평택시사회조사,연,2017,Ⅰ. 경기도 및 평택시사회조사(공통항목),hwp
2,617,(파일) 2017년 평택시사회조사,연,2017,Ⅱ. 평택시사회조사(특성항목),hwp
1,618,(파일) 2014년 경기도동두천시기본통계,연,2014,Ⅱ. 토지 및 기후,xlsx
2,618,(파일) 2014년 경기도동두천시기본통계,연,2014,Ⅲ. 인구,xlsx
3,618,(파일) 2014년 경기도동두천시기본통계,연,2014,Ⅳ. 노동,xlsx
4,618,(파일) 2014년 경기도동두천시기본통계,연,2014,Ⅴ. 사업체,xlsx
5,618,(파일) 2014년 경기도동두천시기본통계,연,2014,Ⅵ. 농림수산업,xlsx
6,618,(파일) 2014년 경기도동두천시기본통계,연,2014,Ⅶ. 광업·제조업 및 에너지,xlsx
7,618,(파일) 2014년 경기도동두천시기본통계,연,2014,Ⅷ. 전기·가스·수도,xlsx
8,618,(파일) 2014년 경기도동두천시기본통계,연,2014,Ⅸ. 유통·금융·보험 및 기타서비스,xlsx
9,618,(파일) 2014년 경기도동두천시기본통계,연,2014,Ⅹ. 주택·건설,xlsx
10,618,(파일) 2014년 경기도동두천시기본통계,연,2014,XI. 교통·관광 및 정보통신,xlsx
11,618,(파일) 2014년 경기도동두천시기본통계,연,2014,XII. 보건 및 사회보장,xlsx
12,618,(파일) 2014년 경기도동두천시기본통계,연,2014,XIII. 환경,xlsx
13,618,(파일) 2014년 경기도동두천시기본통계,연,2014,XIV. 교육 및 문화,xlsx
14,618,(파일) 2014년 경기도동두천시기본통계,연,2014,XV. 재정,xlsx
15,618,(파일) 2014년 경기도동두천시기본통계,연,2014,XVI. 소득,xlsx
16,618,(파일) 2014년 경기도동두천시기본통계,연,2014,XVII. 공공행정 및 사법,xlsx
1,618,(파일) 2015년 경기도동두천시기본통계,연,2015,Ⅱ. 토지 및 기후,xlsx
2,618,(파일) 2015년 경기도동두천시기본통계,연,2015,Ⅲ. 인구,xlsx
3,618,(파일) 2015년 경기도동두천시기본통계,연,2015,Ⅳ. 노동,xlsx
4,618,(파일) 2015년 경기도동두천시기본통계,연,2015,Ⅴ. 사업체,xlsx
5,618,(파일) 2015년 경기도동두천시기본통계,연,2015,Ⅵ. 농림수산업,xlsx
6,618,(파일) 2015년 경기도동두천시기본통계,연,2015,Ⅶ. 광업·제조업 및 에너지,xlsx
7,618,(파일) 2015년 경기도동두천시기본통계,연,2015,Ⅷ. 전기·가스·수도,xlsx
8,618,(파일) 2015년 경기도동두천시기본통계,연,2015,Ⅸ. 유통·금융·보험 및 기타서비스,xlsx
9,618,(파일) 2015년 경기도동두천시기본통계,연,2015,Ⅹ. 주택·건설,xlsx
10,618,(파일) 2015년 경기도동두천시기본통계,연,2015,XI. 교통·관광 및 정보통신,xlsx
11,618,(파일) 2015년 경기도동두천시기본통계,연,2015,XII. 보건 및 사회보장,xlsx
12,618,(파일) 2015년 경기도동두천시기본통계,연,2015,XIII. 환경,xlsx
13,618,(파일) 2015년 경기도동두천시기본통계,연,2015,XIV. 교육 및 문화,xlsx
14,618,(파일) 2015년 경기도동두천시기본통계,연,2015,XV. 재정,xlsx
15,618,(파일) 2015년 경기도동두천시기본통계,연,2015,XVI. 소득,xlsx
16,618,(파일) 2015년 경기도동두천시기본통계,연,2015,XVII. 공공행정 및 사법,xlsx
1,618,(파일) 2016년 경기도동두천시기본통계,연,2016,Ⅱ. 토지 및 기후,xlsx
2,618,(파일) 2016년 경기도동두천시기본통계,연,2016,Ⅲ. 인구,xlsx
3,618,(파일) 2016년 경기도동두천시기본통계,연,2016,Ⅳ. 노동,xlsx
4,618,(파일) 2016년 경기도동두천시기본통계,연,2016,Ⅴ. 사업체,xlsx
5,618,(파일) 2016년 경기도동두천시기본통계,연,2016,Ⅵ. 농림수산업,xlsx
6,618,(파일) 2016년 경기도동두천시기본통계,연,2016,Ⅶ. 광업·제조업 및 에너지,xlsx
7,618,(파일) 2016년 경기도동두천시기본통계,연,2016,Ⅷ. 전기·가스·수도,xlsx
8,618,(파일) 2016년 경기도동두천시기본통계,연,2016,Ⅸ. 유통·금융·보험 및 기타서비스,xlsx
9,618,(파일) 2016년 경기도동두천시기본통계,연,2016,Ⅹ. 주택·건설,xlsx
10,618,(파일) 2016년 경기도동두천시기본통계,연,2016,XI. 교통·관광 및 정보통신,xlsx
11,618,(파일) 2016년 경기도동두천시기본통계,연,2016,XII. 보건 및 사회보장,xlsx
12,618,(파일) 2016년 경기도동두천시기본통계,연,2016,XIII. 환경,xlsx
13,618,(파일) 2016년 경기도동두천시기본통계,연,2016,XIV. 교육 및 문화,xlsx
14,618,(파일) 2016년 경기도동두천시기본통계,연,2016,XV. 재정,xlsx
15,618,(파일) 2016년 경기도동두천시기본통계,연,2016,XVI. 소득,xlsx
16,618,(파일) 2016년 경기도동두천시기본통계,연,2016,XVII. 공공행정 및 사법,xlsx
1,618,(파일) 2016년 동두천시사회조사,연,2016,1. 가족·가구,hwp
2,618,(파일) 2016년 동두천시사회조사,연,2016,2. 환경,hwp
3,618,(파일) 2016년 동두천시사회조사,연,2016,3. 보건,hwp
4,618,(파일) 2016년 동두천시사회조사,연,2016,4. 교육,hwp
5,618,(파일) 2016년 동두천시사회조사,연,2016,5. 안전,hwp
6,618,(파일) 2016년 동두천시사회조사,연,2016,6. 일반(가구·개인),hwp
7,618,(파일) 2016년 동두천시사회조사,연,2016,7. 동두천시 특성항목,hwp
1,618,(파일) 2017년 동두천시사회조사,연,2017,Ⅰ. 경기도 및 동두천시 사회조사 공통항목,hwp
2,618,(파일) 2017년 동두천시사회조사,연,2017,Ⅱ. 동두천시 사회조사 특성항목,hwp
1,618,(파일) 2018년 동두천시사회조사,연,2018,Ⅰ. 경기도 및 동두천시사회조사(공통항목),hwp
2,618,(파일) 2018년 동두천시사회조사,연,2018,Ⅱ. 동두천시사회조사(특성항목),hwp
1,621,(파일) 2016년 과천시사회조사,연,2016,1. 가족·가구,hwp
2,621,(파일) 2016년 과천시사회조사,연,2016,2. 환경,hwp
3,621,(파일) 2016년 과천시사회조사,연,2016,3. 보건,hwp
4,621,(파일) 2016년 과천시사회조사,연,2016,4. 교육,hwp
5,621,(파일) 2016년 과천시사회조사,연,2016,5. 안전,hwp
6,621,(파일) 2016년 과천시사회조사,연,2016,6. 일반(가구·개인),hwp
7,621,(파일) 2016년 과천시사회조사,연,2016,7. 과천시 특성항목,hwp
1,621,(파일) 2017년 과천시사회조사,연,2017,Ⅰ. 경기도 및 과천시 사회조사 공통항목,xls
2,621,(파일) 2017년 과천시사회조사,연,2017,Ⅱ. 과천시 사회조사 특성항목,xls
1,621,(파일) 2018년 과천시사회조사,연,2018,Ⅰ. 경기도 및 과천시사회조사(공통항목),xlsx
